docname,Segment,WPS,WC,Sixltr,Dic,culture.culture-high,culture.culture-popular,culture.sport,culture,economy.+state+,economy.=state=,economy.-state-,environment.con environment,environment.pro environment,groups.ethnic,groups.women,institutions.conservative,institutions.neutral,institutions.radical,law_and_order.law-conservative,law_and_order.law-liberal,rural,urban,values.conservative,values.liberal,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.20,109,32,64,32.81,3.12,0,0,0,0,0,1.56,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,12.5,3.12,9.38,0,0,0,0,0,0,0,0,12.5
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.21,110,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.22,111,19.833333333333332,119,27.73,3.36,0,0,0,0,0,1.68,0.84,0,0,0,0,0,0.84,0,0,0,0,0,0,0,9.24,5.04,1.68,0,0,0,0,1.68,0.84,0.84,0,6.72
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.23,112,41.5,83,18.07,4.82,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,9.64,3.61,6.02,0,0,0,0,0,0,0,0,9.64
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.24,113,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.1,114,29,116,28.45,3.45,0,0,0,0,0.86,0.86,0.86,0,0,0,0,0,0.86,0,0,0,0,0,0,0,12.07,3.45,6.9,0,0,0,0,0,0,0,0.86,10.34
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.2,115,29.75,119,34.45,4.2,0,0,0,0,0,1.68,0.84,0,0.84,0,0,0,0.84,0,0,0,0,0,0,0,14.29,3.36,7.56,0,0,0,0,0.84,2.52,2.52,0,10.92
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.3,116,39.333333333333336,118,21.19,3.39,0,0,0,0.85,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,14.41,2.54,6.78,0,0,0,0,0.85,1.69,0,0.85,10.17
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.4,117,24.11111111111111,217,18.43,1.84,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.46,12.44,4.15,4.61,0,0,0,0,0,2.76,0,0.46,8.76
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.5,118,21.75,87,27.59,3.45,0,0,0,0,1.15,1.15,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,13.79,4.6,4.6,0,0,0,0,3.45,1.15,1.15,0,9.2
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.6,119,21,42,23.81,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,9.52,4.76,4.76,0,0,0,0,0,0,0,0,9.52
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.7,120,28.666666666666668,86,23.26,2.33,0,0,0,0,0,1.16,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,10.47,3.49,6.98,0,0,0,0,0,0,0,0,10.47
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.8,121,35.5,142,30.28,5.63,0,0,0,0,0.7,2.11,0.7,0,0,0,0,0,1.41,0.7,0,0,0,0,0,0,9.86,2.82,4.23,0,0,0,0,2.11,0.7,0.7,0,7.04
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.9,122,31,93,37.63,7.53,0,0,0,0,0,2.15,1.08,0,0,0,0,2.15,0,0,0,0,0,0,1.08,1.08,10.75,3.23,7.53,0,0,0,0,0,0,0,0,10.75
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.10,123,19.875,159,33.33,1.26,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,12.58,3.77,5.03,0,0,0.63,0.63,1.89,0.63,0.63,0,10.06
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.11,124,50,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,0,0,0,0,0,0,0,0,10
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.12,125,27.8,139,30.22,5.76,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,8.63,3.6,5.04,0,0,0,0,0,0,0,0,8.63
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.13,126,73,146,37.67,9.59,0,0,0,0,0.68,8.22,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,15.75,1.37,13.01,0,0,0,0,1.37,0,0,0,14.38
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.14,127,33.75,135,29.63,11.85,0,0,0,0.74,0,0.74,0,0.74,8.89,0,0,0,0,0,0.74,0,0,0,0,0,13.33,2.96,8.15,0,0,0,0,0.74,1.48,1.48,0,11.11
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.15,128,47.2,236,38.14,7.2,0,0,0,0,0.85,0.85,0,0,3.81,0,0,0,0.42,0.42,0,0,0,0,0.85,0,12.71,2.12,6.36,0,0,0,0,0.85,0.85,0,1.27,8.47
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.16,129,28,140,31.43,2.86,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,12.86,4.29,5,0,0,0,0,0.71,1.43,0,0.71,9.29
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.17,130,48,144,25,4.17,0,0,0,0,0,2.08,0,0,0.69,0,0,0,0.69,0.69,0,0,0,0,0,0,11.81,2.08,5.56,0,0,0,0,4.17,0,0,0,7.64
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.18,131,36.4,182,40.11,8.24,0,0,0,0,0,0.55,0.55,0,0,0,0,1.1,1.1,1.1,0,0,0,0,1.1,2.75,10.44,2.75,7.14,0,0,0,0,0,0.55,0.55,0,9.89
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.19,132,41,123,30.89,7.32,0,0,0,0,0,0.81,0,0,0,0,0,0.81,0,0.81,0.81,0,0,0,0.81,3.25,10.57,2.44,6.5,0,0,0,0,0,1.63,1.63,0,8.94
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.20,133,45,90,36.67,2.22,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,1.11,0,15.56,2.22,8.89,0,0,0,0,0,2.22,0,1.11,11.11
Comrade_Xi_Jinping_s_Remarks_to_the_Eighth_Collect.csv.21,134,27.5,55,34.55,3.64,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,10.91,3.64,5.45,0,0,0,0,0,1.82,1.82,0,9.09
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.1,135,8,8,37.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.2,136,3,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.3,137,15,30,26.67,3.33,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,6.67
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.4,138,26,78,29.49,2.56,0,0,0,0,0,1.28,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,3.85,8.97,0,0,0,0,1.28,0,0,0,12.82
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.5,139,25.5,153,26.8,4.58,0,0,0,0,0.65,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,3.92,5.23,0,0,0,0,3.92,0,0,0,9.15
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.6,140,32.666666666666664,294,28.57,6.12,0,0,0,0.68,0.68,3.4,0.34,0,0,0,0,0,0,0,0,0,0.34,0,0,0.68,8.84,3.06,2.72,0,0,0,0,2.38,0,0,0.34,5.78
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.7,141,15.818181818181818,174,26.44,7.47,0,0,0,0,0.57,4.02,1.72,0,0,0,0,0,0,0.57,0.57,0,0,0,0,0,13.22,6.32,5.17,0,0,0,0,1.72,0,0,0,11.49
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.8,142,21.857142857142858,153,32.03,9.15,0,0,0,0.65,1.96,1.96,0,0,3.27,0,0.65,0,0,0,0,0,0,0,0,0.65,13.07,4.58,6.54,0,0,0,0,1.96,0,0,0,11.11
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.9,143,27.571428571428573,193,29.53,6.74,0,0,0,0,0.52,4.15,0,0,0.52,0,0,0,0,0.52,0.52,0,0,0,0,0.52,11.92,3.63,5.18,0,0,0,0,3.11,0,0,0,8.81
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.10,144,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.11,145,23.25,93,25.81,5.38,0,0,0,0,1.08,2.15,0,0,1.08,0,0,0,0,1.08,0,0,0,0,0,0,11.83,4.3,3.23,0,0,0,0,4.3,0,0,0,7.53
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.12,146,19.8,99,21.21,8.08,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,2.02,14.14,5.05,4.04,0,0,0,0,2.02,3.03,1.01,0,9.09
Fighting_COVID_19_and_Leading_Economic_Recovery_Th.csv.13,147,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.1,148,6,6,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,16.67
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.2,149,7,7,42.86,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,14.29
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.3,150,6,6,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,16.67
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.4,151,6,6,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,16.67
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.5,152,18.6,93,25.81,2.15,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,1.08,0,0,0,8.6,5.38,2.15,0,0,0,0,1.08,0,0,0,7.53
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.6,153,14.375,115,26.09,7.83,0,0,0,0,1.74,3.48,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0.87,13.91,6.96,4.35,0,0,0,0,1.74,0.87,0.87,0,11.3
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.7,154,25.666666666666668,77,20.78,2.6,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69,3.9,6.49,0,0,0,0,0,1.3,1.3,0,10.39
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.8,155,28.666666666666668,86,31.4,5.81,0,0,0,0,1.16,0,0,0,0,0,0,2.33,0,0,0,0,0,0,1.16,1.16,10.47,3.49,6.98,0,0,0,0,0,0,0,0,10.47
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.9,156,20.5,164,32.32,6.71,0,0,0,0,0.61,1.83,1.22,0,0.61,0,0,0.61,0,0.61,0,0,0,0,1.22,0,12.2,4.88,4.88,0,0,0,0,1.22,1.22,1.22,0,9.76
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.10,157,23.2,116,23.28,2.59,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0.86,0,0,0,0.86,0,12.07,4.31,3.45,0,0,0,0,1.72,0,0,0.86,8.62
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.11,158,23.2,232,29.74,3.88,0,0,0,0,0.86,1.29,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.86,0,11.64,4.31,3.88,0,0,0,0,1.29,1.72,1.72,0,8.62
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.12,159,21.333333333333332,64,23.44,3.12,0,0,0,0,0,0,0,0,0,0,0,1.56,0,1.56,0,0,0,0,0,0,15.62,4.69,6.25,0,0,0,0,1.56,3.12,0,0,10.94
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.13,160,29.6,148,27.7,8.11,0,0,0,0.68,0,5.41,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,4.05,4.05,0,0,0,0,0.68,0,0,0,8.11
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.14,161,32.75,131,29.77,4.58,0,0,0,0,0.76,1.53,1.53,0,0.76,0,0,0,0,0,0,0,0,0,0,0,14.5,3.05,3.82,0,0,0,0,0.76,6.87,0.76,0,6.87
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.15,162,27.75,111,28.83,8.11,0,0,0,0,0.9,6.31,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81,3.6,7.21,0,0,0,0,0,0,0,0,10.81
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.16,163,23.75,95,25.26,5.26,0,0,0,2.11,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,15.79,5.26,7.37,0,0,0,0,2.11,1.05,1.05,0,12.63
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.17,164,27.5,110,26.36,6.36,0,0,0,0,4.55,0.91,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,10,3.64,3.64,0,0,0,0,1.82,0.91,0.91,0,7.27
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.18,165,22.285714285714285,156,26.28,6.41,0,0,0,0,0.64,0,0.64,0,1.92,0,0,0.64,0,0.64,1.28,0,0,0,0.64,0,11.54,4.49,5.13,0,0,0,0,1.28,0.64,0.64,0,9.62
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.19,166,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.20,167,27.714285714285715,194,29.9,3.09,0,0,0,0,0,0.52,1.03,0,0,0,0,0,0.52,1.03,0,0,0,0,0,0,9.28,3.61,2.58,0,0.52,0,0,1.03,1.55,1.55,0,6.7
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.21,168,17.666666666666668,53,11.32,3.77,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,5.66,1.89,0,0,0,0,0,0,0,0,7.55
Fighting_COVID_19_in_Solidarity_and_Advancing_BRIC.csv.22,169,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.1,170,5,5,40,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,20
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.2,171,3,3,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.3,172,24.333333333333332,73,16.44,4.11,0,0,0,0,0,1.37,0,0,0,0,0,0,1.37,0,0,0,0,0,1.37,0,6.85,4.11,1.37,0,0,0,0,1.37,0,0,0,5.48
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.4,173,24,144,30.56,5.56,0,0,0,0,0,2.78,0,0,0.69,0,0,0.69,0,0,0,0,0,0,0,1.39,12.5,4.17,6.25,0,0,0,0,1.39,0.69,0.69,0,10.42
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.5,174,20,160,20,4.38,0,0,0,0,0.62,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.62,2.5,11.25,5,4.38,0,0,0,0,0.62,1.25,0,0,9.38
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.6,175,27.6,138,28.26,13.77,0,0,0,0,0,5.07,0,1.45,5.8,0,0,0,0,0.72,0.72,0,0,0,0,0,10.87,3.62,5.07,0,0,0,0,2.17,0,0,0,8.7
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.7,176,17.4,87,28.74,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,13.79,5.75,6.9,0,0,0,0,1.15,0,0,0,12.64
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.8,177,25.5,102,23.53,9.8,0,0,0,1.96,1.96,1.96,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,12.75,3.92,3.92,0,0,0,0,2.94,1.96,1.96,0,7.84
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.9,178,29.4,147,22.45,4.76,0,0,0,0,0,1.36,0,0,0,0,0,0.68,0.68,0,0,0,0,0,2.04,0,14.29,3.4,6.8,0,1.36,0,0,1.36,0,0,0.68,11.56
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.10,179,17.333333333333332,52,36.54,5.77,0,0,0,0,0,1.92,0,0,1.92,0,0,0,1.92,0,0,0,0,0,0,0,9.62,5.77,1.92,0,0,0,0,0,1.92,1.92,0,7.69
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.11,180,23.666666666666668,142,37.32,6.34,0,0,0,0,0.7,2.11,0.7,0,1.41,0,0,0,0,0,0,0,0,0,1.41,0,12.68,4.23,5.63,0,0,0,0,2.11,0.7,0.7,0,9.86
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.12,181,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.13,182,20.5,123,31.71,6.5,0,0,0,0,0,0.81,0,0,4.07,0,0,0.81,0,0.81,0,0,0,0,0,0,8.94,4.88,0.81,0,0,0,0,1.63,1.63,1.63,0,5.69
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.14,183,23.88888888888889,215,25.58,4.19,0,0,0,0,0,0.47,1.86,0,1.4,0,0,0,0.47,0,0,0,0,0,0,0,9.3,4.19,2.33,0,0,0,0,1.86,0.93,0.93,0,6.51
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.15,184,28.125,225,28.89,7.56,0,0,0,0.89,0.89,0.89,0,0,3.56,0,0,0,0,0.44,0,0,0.89,0,0,0,11.11,3.56,4,0,0,0,0,2.67,0.89,0,0,7.56
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.16,185,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.17,186,27,81,20.99,4.94,0,0,0,1.23,0,1.23,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,12.35,3.7,4.94,0,0,0,0,1.23,2.47,0,0,8.64
For_Man_and_Nature__Building_a_Community_of_Life_T.csv.18,187,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.1,188,6,6,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,16.67
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.2,189,7,7,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,0,0,0,0,0,28.57
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.3,190,33,33,24.24,3.03,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,3.03,3.03,0,0,0,0,3.03,0,0,0,6.06
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.4,191,20.25,81,30.86,14.81,0,0,0,0,0,8.64,1.23,0,0,0,0,2.47,0,0,0,0,0,0,1.23,1.23,12.35,4.94,6.17,0,0,0,0,1.23,0,0,0,11.11
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.5,192,20.125,161,23.6,3.11,0,0,0,0,0,1.24,0.62,0,0,0,0,0,0,0,0.62,0,0,0,0,0.62,10.56,4.97,4.35,0,0,0,0,1.24,0,0,0,9.32
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.6,193,21.857142857142858,153,29.41,7.84,0,0,0,1.31,0.65,3.92,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0.65,0,11.76,5.23,3.27,0,0,0,0,1.96,1.31,1.31,0,8.5
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.7,194,25.5,153,33.33,2.61,0,0,0,0,0,0.65,0,0,0.65,0,0,0,0.65,0.65,0,0,0,0,0,0,7.84,3.92,2.61,0,0,0,0,0.65,0.65,0.65,0,6.54
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.8,195,27,243,26.75,7.41,0,0,0,0,0.41,4.94,0.82,0.41,0,0,0,0.41,0,0.41,0,0,0,0,0,0,11.52,4.12,4.94,0,0,0,0,1.23,1.23,1.23,0,9.05
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.9,196,22.75,182,32.97,8.79,0,0,0,0,0.55,4.95,0.55,1.65,0,0,0,0,0,1.1,0,0,0,0,0,0,11.54,4.4,4.4,0,0,0,0,2.2,0.55,0.55,0,8.79
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.10,197,22.125,177,27.12,12.43,0,0,0,0,0.56,1.69,2.82,0.56,0.56,0,0,0.56,0.56,3.95,0,0,0,0,0.56,0.56,14.12,4.52,5.65,0.56,0,0,0,2.26,1.13,1.13,0,10.73
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.11,198,6,6,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.12,199,20.4,102,30.39,2.94,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,12.75,4.9,3.92,0,0,0,0,0.98,2.94,0.98,0,8.82
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.13,200,20.76923076923077,270,26.3,6.67,0,0,0,0.37,0.37,3.33,1.85,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,11.48,5.19,3.7,0,0,0,0,1.11,1.48,1.48,0,8.89
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.14,201,20.15,403,24.57,8.93,0,0,0,0,1.74,2.98,1.49,0,0.25,0,0,0.99,0.25,0.99,0,0,0,0,0,0.25,12.16,4.96,3.72,0.25,0,0,0,2.98,0.25,0.25,0,8.93
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.15,202,27.75,222,28.38,7.21,0,0,0,0.9,1.35,2.25,0.45,0,0.45,0,0,0.9,0,0.45,0,0,0,0,0.45,0,13.06,3.6,7.66,0,0,0,0,1.8,0,0,0,11.26
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.16,203,6,6,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.17,204,24.4,122,31.15,8.2,0,0,0,0.82,0.82,3.28,0.82,0,0,0,0,0.82,0,0,0.82,0,0,0,0.82,0,11.48,4.1,4.92,0,0,0,0,2.46,0,0,0,9.02
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.18,205,26.6,133,27.07,2.26,0,0,0,0.75,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04,3.76,8.27,0,0,0,0,3.01,0,0,0,12.03
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.19,206,21.071428571428573,295,24.41,5.42,0,0,0,0.34,1.36,2.37,1.02,0,0,0,0,0,0,0,0,0,0,0,0.34,0,10.51,4.75,2.37,0,1.02,0,0,2.37,0,0,0,8.14
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.20,207,7,7,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,0,0,0,0,0,28.57
Fostering_a_New_Development_Paradigm_and_Pursuing_.csv.21,208,19,76,19.74,1.32,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,3.95,2.63,0,0,0,1.32,2.63,0,0,0,7.89
Grasping_the_Basis_of_Journalism___Xi_Jinping__Sec.csv.1,209,20.666666666666668,62,20.97,3.23,0,0,0,0,0,1.61,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,14.52,4.84,8.06,0,0,0,0,1.61,0,0,0,12.9
Grasping_the_Basis_of_Journalism___Xi_Jinping__Sec.csv.2,210,10,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,10
Grasping_the_Basis_of_Journalism___Xi_Jinping__Sec.csv.3,211,19.307692307692307,251,25.5,2.79,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,1.2,0,0,0,0,0.8,0,11.55,5.18,5.18,0,0,0,0,0.8,0.4,0.4,0,10.36
Grasping_the_Basis_of_Journalism___Xi_Jinping__Sec.csv.4,212,15.166666666666666,91,24.18,5.49,0,0,0,2.2,2.2,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,8.79,5.49,2.2,0,0,1.1,0,0,0,0,0,8.79
Grasping_the_Basis_of_Journalism___Xi_Jinping__Sec.csv.5,213,14.333333333333334,301,23.26,3.99,0,0,0,1,0,0.66,0.33,0,0,0,0,0,0.33,1,0,0,0.66,0,0,0,14.29,5.65,6.31,0,0,1.33,0,0.33,0.66,0,0,13.29
